text,intent,lang
I want to see products,get_list_of_products,en
List available items,get_list_of_products,en
Display all products,get_list_of_products,en
Display all products,get_list_of_products,en
Available things,get_list_of_products,en
Give me item list,get_list_of_products,en
List available items,get_list_of_products,en
Give me item list,get_list_of_products,en
Give me item list,get_list_of_products,en
Display all products,get_list_of_products,en
Give me item list,get_list_of_products,en
What's in stock?,get_list_of_products,en
What's in stock?,get_list_of_products,en
Give me item list,get_list_of_products,en
What can I buy?,get_list_of_products,en
Items available?,get_list_of_products,en
I want to see products,get_list_of_products,en
Give me item list,get_list_of_products,en
Available things,get_list_of_products,en
I want to see products,get_list_of_products,en
Items available?,get_list_of_products,en
Items available?,get_list_of_products,en
Show me products,get_list_of_products,en
Display all products,get_list_of_products,en
Give me item list,get_list_of_products,en
Available things,get_list_of_products,en
स्टॉक में क्या है?,get_list_of_products,hi
क्या खरीद सकते हैं?,get_list_of_products,hi
मुझे उत्पाद दिखाओ,get_list_of_products,hi
आइटम लिस्ट दो,get_list_of_products,hi
आइटम लिस्ट दो,get_list_of_products,hi
उपलब्ध आइटम्स?,get_list_of_products,hi
सभी उत्पाद दिखाओ,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
उपलब्ध आइटम सूची,get_list_of_products,hi
मुझे उत्पाद दिखाओ,get_list_of_products,hi
उपलब्ध आइटम सूची,get_list_of_products,hi
मुझे उत्पाद दिखाओ,get_list_of_products,hi
मुझे उत्पाद दिखाओ,get_list_of_products,hi
आइटम लिस्ट दो,get_list_of_products,hi
स्टॉक में क्या है?,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
उपलब्ध आइटम्स?,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
सभी उत्पाद दिखाओ,get_list_of_products,hi
उपलब्ध आइटम सूची,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
क्या खरीद सकते हैं?,get_list_of_products,hi
आइटम लिस्ट दो,get_list_of_products,hi
उपलब्ध आइटम सूची,get_list_of_products,hi
स्टॉक में क्या है?,get_list_of_products,hi
सभी उत्पाद दिखाओ,get_list_of_products,hi
प्रोडक्ट लिस्ट दो,get_list_of_products,hi
आइटम लिस्ट दो,get_list_of_products,hi
सभी उत्पाद दिखाओ,get_list_of_products,hi
मुझे उत्पाद दिखाओ,get_list_of_products,hi
मुझे उत्पाद दिखाओ,get_list_of_products,hi
मैं आइटम देखना चाहता हूँ,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
प्रोडक्ट लिस्ट दो,get_list_of_products,hi
उपलब्ध आइटम सूची,get_list_of_products,hi
आइटम लिस्ट दो,get_list_of_products,hi
क्या खरीद सकते हैं?,get_list_of_products,hi
उपलब्ध आइटम्स?,get_list_of_products,hi
प्रोडक्ट लिस्ट दो,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
प्रोडक्ट लिस्ट दो,get_list_of_products,hi
उपलब्ध आइटम्स?,get_list_of_products,hi
क्या-क्या मिल रहा है?,get_list_of_products,hi
आइटम लिस्ट दो,get_list_of_products,hi
क्या खरीद सकते हैं?,get_list_of_products,hi
क्या खरीद सकते हैं?,get_list_of_products,hi
प्रोडक्ट लिस्ट दो,get_list_of_products,hi
क्या खरीद सकते हैं?,get_list_of_products,hi
मैं आइटम देखना चाहता हूँ,get_list_of_products,hi
¿Qué hay en stock?,get_list_of_products,es
Lista de productos,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
¿Qué hay en stock?,get_list_of_products,es
¿Qué hay en stock?,get_list_of_products,es
Lista de productos,get_list_of_products,es
Lista de productos,get_list_of_products,es
Cosas disponibles,get_list_of_products,es
Lista de productos,get_list_of_products,es
¿Artículos disponibles?,get_list_of_products,es
Dame lista de artículos,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
Dame lista de artículos,get_list_of_products,es
Mostrar productos,get_list_of_products,es
Mostrar productos,get_list_of_products,es
Lista de productos,get_list_of_products,es
Mostrar productos,get_list_of_products,es
¿Qué hay en stock?,get_list_of_products,es
¿Artículos disponibles?,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
Muéstrame los productos,get_list_of_products,es
¿Qué puedo comprar?,get_list_of_products,es
Lista de productos,get_list_of_products,es
Lista de artículos disponibles,get_list_of_products,es
Lista de artículos disponibles,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
Dame lista de artículos,get_list_of_products,es
Cosas disponibles,get_list_of_products,es
Muéstrame los productos,get_list_of_products,es
Lista de artículos disponibles,get_list_of_products,es
Lista de artículos disponibles,get_list_of_products,es
¿Qué puedo comprar?,get_list_of_products,es
Dame lista de artículos,get_list_of_products,es
¿Qué puedo comprar?,get_list_of_products,es
¿Qué hay en stock?,get_list_of_products,es
Cosas disponibles,get_list_of_products,es
Lista de productos,get_list_of_products,es
¿Qué hay en stock?,get_list_of_products,es
Mostrar productos,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
¿Qué puedo comprar?,get_list_of_products,es
¿Qué hay en stock?,get_list_of_products,es
Mostrar productos,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
Quiero ver productos,get_list_of_products,es
Dame lista de artículos,get_list_of_products,es
¿Artículos disponibles?,get_list_of_products,es
¿Artículos disponibles?,get_list_of_products,es
Sing me a song,not_ecommerce,en
What is your name?,not_ecommerce,en
Tell me a joke,not_ecommerce,en
What's the weather?,not_ecommerce,en
Who created you?,not_ecommerce,en
Who created you?,not_ecommerce,en
What is your name?,not_ecommerce,en
What's the weather?,not_ecommerce,en
Who created you?,not_ecommerce,en
What is your name?,not_ecommerce,en
Who created you?,not_ecommerce,en
Sing me a song,not_ecommerce,en
What's the weather?,not_ecommerce,en
Tell me a joke,not_ecommerce,en
Tell me a joke,not_ecommerce,en
What's the weather?,not_ecommerce,en
Sing me a song,not_ecommerce,en
Sing me a song,not_ecommerce,en
Who created you?,not_ecommerce,en
Who created you?,not_ecommerce,en
Who created you?,not_ecommerce,en
Who created you?,not_ecommerce,en
What is your name?,not_ecommerce,en
Tell me a joke,not_ecommerce,en
Sing me a song,not_ecommerce,en
What is your name?,not_ecommerce,en
Sing me a song,not_ecommerce,en
What's the weather?,not_ecommerce,en
Tell me a joke,not_ecommerce,en
Sing me a song,not_ecommerce,en
Sing me a song,not_ecommerce,en
What's the weather?,not_ecommerce,en
What is your name?,not_ecommerce,en
What is your name?,not_ecommerce,en
What is your name?,not_ecommerce,en
What is your name?,not_ecommerce,en
Sing me a song,not_ecommerce,en
What's the weather?,not_ecommerce,en
Sing me a song,not_ecommerce,en
Tell me a joke,not_ecommerce,en
What's the weather?,not_ecommerce,en
Tell me a joke,not_ecommerce,en
What's the weather?,not_ecommerce,en
Sing me a song,not_ecommerce,en
Sing me a song,not_ecommerce,en
What is your name?,not_ecommerce,en
What's the weather?,not_ecommerce,en
Who created you?,not_ecommerce,en
Tell me a joke,not_ecommerce,en
Tell me a joke,not_ecommerce,en
तुम्हें किसने बनाया?,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
मौसम कैसा है?,not_ecommerce,hi
एक गाना सुनाओ,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
तुम्हारा नाम क्या है?,not_ecommerce,hi
तुम्हें किसने बनाया?,not_ecommerce,hi
मुझे एक चुटकुला सुनाओ,not_ecommerce,hi
¿Cuál es tu nombre?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
¿Quién te creó?,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Cuál es tu nombre?,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Cuál es tu nombre?,not_ecommerce,es
¿Cuál es tu nombre?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Cuál es tu nombre?,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Quién te creó?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Quién te creó?,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Cuál es tu nombre?,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Quién te creó?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
Cántame una canción,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Quién te creó?,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Quién te creó?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
Cántame una canción,not_ecommerce,es
¿Cuál es tu nombre?,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Cómo está el clima?,not_ecommerce,es
¿Cuál es tu nombre?,not_ecommerce,es
Cuéntame un chiste,not_ecommerce,es
